Supplier,Description,Date,Total
Village of New Minas,Public Meeting Room Rentals,2020/09/10,860.00
Fieldwood Heritage Society,Advertising,2020/09/19,75.00
Cook's Indepedent,Spring Water,2020/09/25,9.98
Jordan Gunn Creative,Professional Communication Services,2020/09/29,100.00
Long & McQuade,Computer Equipment,2020/09/29,129.99
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/09/30,76.00
Grand & Toy,Cleaning Products,2020/09/30,88.52
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/09/30,140.69
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/09/30,0.80
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/10/01,16.40
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/10/01,94.43
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/10/01,147.31
Canada Post,"Office Supplies, Stationery and Accessories",2020/10/06,8.47
Amazon.com,"Office Supplies, Stationery and Accessories",2020/10/07,44.03
Sooter's,External Printing Costs,2020/10/07,28.99
dotMP,Web Site Hosting/Domain Name,2020/10/08,26.64
Caravan Theatre Association,Advertising,2020/10/13,250.00
Canada Post,Postage and Parcel Post,2020/10/15,12.17
Jordan Gunn Creative,Professional Communication Services,2020/10/15,100.00
GV Publishing Inc.,Advertising,2020/10/16,114.00
Slow Motion Food Film Fest Society,Advertising,2020/10/17,250.00
Digby Pines Golf Resort and Spa,Public Meeting Room Rentals,2020/10/20,75.00
ILoveIt,Consumable Items for Constituency Offices (COVID19),2020/10/21,616.11
PERFECT PEN & STATIONARY,"Office Supplies, Stationery and Accessories",2020/10/24,109.90
Cook's Independent,Spring Water,2020/10/26,14.97
Staples,Cleaning Products,2020/10/27,70.43
Walmart,"Framing, Outside Supplier",2020/10/27,103.87
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/10/31,17.11
Grand & Toy,Digital Communication Equipment,2020/10/31,14.23
Grand & Toy,"Freight, Express and Cartage",2020/10/31,5.79
Grand & Toy,Office Furniture and Fixtures,2020/10/31,53.21
Grand & Toy,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2020/10/31,30.93
24 Harbourside Limited,Office Rental and Related Fees,2020/11/01,2225.00
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/11/01,94.43
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/11/01,26.20
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/11/01,149.30
Canada Post – Postes Canada,Courier Services,2020/11/09,29.81
Canada Post – Postes Canada,Courier Services,2020/11/09,9.78
Canada Post – Postes Canada,Courier Services,2020/11/09,15.46
Bell Aliant,Cable and Internet Fees,2020/11/12,125.47
NOVA SCOTIA POWER INC.,Public Utilities,2020/11/12,290.57
GV Publishing Inc.,Advertising,2020/11/13,114.00
SALTWIRE NETWORK INC.,Advertising,2020/11/14,201.25
Walmart,"Framing, Outside Supplier",2020/11/16,61.30
House of Commons – Chambre des communes,Language Training,2020/11/19,13.82
The Links at Penn Hills,Advertising,2020/11/19,108.70
Big Brothers Big Sisters of the Annapolis Valley,"Office Supplies, Stationery and Accessories",2020/11/20,50.00
Staples,Computer Equipment,2020/11/23,140.48
The Laker News,Advertising,2020/11/29,260.00
Port Williams and District Lions Club,Office Plants and Flowers,2020/11/30,30.00
24 Harbourside Limited,Office Rental and Related Fees,2020/12/01,2225.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/12/01,146.58
House of Commons – Chambre des communes,External Printing Costs,2020/12/09,692.24
GV Publishing Inc.,Advertising,2020/12/10,114.00
Canada Post – Postes Canada,Courier Services,2020/12/14,96.11
Canada Post – Postes Canada,Courier Services,2020/12/14,13.34
Canada Post – Postes Canada,Postage and Parcel Post,2020/12/14,38.54
MBS Radio,Advertising,2020/12/14,446.00
Stingray Radio Inc.,Advertising,2020/12/15,299.04
House of Commons – Chambre des communes,Householders – Paper Recovery,2020/12/31,11.54
24 Harbourside Limited,Office Rental and Related Fees,2021/01/01,2225.00
