Supplier,Description,Date,Total
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2020/08/24,12.72
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/08/24,853.15
Skir Enterprises,Advertising,2020/09/14,1159.00
Byrnes Shoes & Sportswear Ltd,Promotional Items,2020/09/16,1625.00
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/09/23,9.20
Three K Enterprises,Constituency Office Reconfigurations and Fixtures (COVID19),2020/09/23,155.00
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/09/30,195.48
Grand & Toy,Cleaning Products,2020/09/30,99.62
Grand & Toy,"Freight, Express and Cartage",2020/09/30,92.40
Grand & Toy,Interconnecting Panel Systems and Supported Components,2020/09/30,1076.14
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/09/30,392.05
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/09/30,2.27
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/10/01,299.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/10/01,17.00
Channel 12 Ads,Advertising,2020/10/01,450.00
"Digital Outdoor Media, Inc",Advertising,2020/10/01,1350.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/10/01,147.31
Bell Aliant,Cable and Internet Fees,2020/10/03,418.85
Wreckhouse Press Inc.,Advertising,2020/10/05,90.00
Rebel,Web Site Hosting/Domain Name,2020/10/13,89.76
Skir Enterprises,Promotional Items,2020/10/13,1159.00
SALTWIRE NETWORK INC.,Advertising,2020/10/17,501.32
SALTWIRE NETWORK INC.,Advertising,2020/10/17,134.00
Delta Hotel & Conference Centre,Equipment Rental (non-hospitality related),2020/10/19,233.43
E & M Hackett Reunion,Advertising,2020/10/20,250.00
Purolator,Courier Services,2020/10/22,41.50
Town of Deer Lake,Advertising,2020/10/22,130.43
SALTWIRE NETWORK INC.,Advertising,2020/10/24,134.00
Digital Advertising Solutions,Advertising,2020/10/31,997.05
Grand & Toy,Cleaning Products,2020/10/31,8.69
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/10/31,207.10
SALTWIRE NETWORK INC.,Advertising,2020/10/31,134.00
Western Reigonal Waste Management,Janitorial Services and Maintenance,2020/10/31,8.02
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/11/01,26.00
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/11/01,299.00
BEYOND THE PALE INC,Office Rental and Related Fees,2020/11/01,1769.91
Byrnes Shoes & Sportswear Ltd,Office Rental and Related Fees,2020/11/01,900.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/11/01,149.29
SFP ENTERPRISES LIMITED,Office Rental and Related Fees,2020/11/01,400.00
Stingray Radio Inc.,Advertising,2020/11/02,1200.00
Bell Aliant,Cable and Internet Fees,2020/11/03,418.85
SALTWIRE NETWORK INC.,Advertising,2020/11/07,134.00
SALTWIRE NETWORK INC.,Advertising,2020/11/14,134.00
Canadian Tire,Cleaning Products,2020/11/15,16.98
Staples Print & Marketing,External Printing Costs,2020/11/19,260.00
SALTWIRE NETWORK INC.,Advertising,2020/11/21,134.00
Gillett's Holding Ltd.,Office Renovations,2020/11/26,450.00
Stingray Radio Inc.,Advertising,2020/11/27,720.00
SALTWIRE NETWORK INC.,Advertising,2020/11/28,134.00
Digital Advertising Solutions,Advertising,2020/11/30,390.00
Grand & Toy,"Office Supplies, Stationery and Accessories",2020/11/30,152.85
Grand & Toy,Bulk Paper Purchases,2020/11/30,54.20
Grand & Toy,"Cleaning products ",2020/11/30,50.93
Western Reigonal Waste Management,Janitorial Services and Maintenance,2020/11/30,77.08
BEYOND THE PALE INC,Office Rental and Related Fees,2020/12/01,1769.91
Byrnes' Holdings LTD,Office Rental and Related Fees,2020/12/01,900.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/12/01,146.58
SFP ENTERPRISES LIMITED,Office Rental and Related Fees,2020/12/01,416.75
Bell Aliant,Cable and Internet Fees,2020/12/03,434.50
Digital Advertising Solutions,Advertising,2020/12/09,100.00
Canada Post – Postes Canada,Courier Services,2020/12/14,63.14
"Digital Outdoor Media, Inc",Advertising,2020/12/14,420.00
Canada Post – Postes Canada,Postage and Parcel Post,2020/12/31,10.22
BEYOND THE PALE INC,Office Rental and Related Fees,2021/01/01,1769.91
Byrnes' Holdings LTD,Office Rental and Related Fees,2021/01/01,900.00
SFP ENTERPRISES LIMITED,Office Rental and Related Fees,2021/01/01,416.75
