Supplier,Description,Date,Total
Entraide Solidarité Bellechasse,Advertising,2021/04/01,100.00
Fondation Collège de Lévis,Advertising,2021/05/03,350.00
École Éledanse,Advertising,2021/05/22,300.00
Folo Communications,Web Site Hosting/Domain Name,2021/05/25,195.00
Cyberimpact,Professional Communication Services,2021/06/01,35.00
FONDATION SANATORIUM BÉGIN,Advertising,2021/06/01,250.00
Municipalité de St-Philémon,Advertising,2021/06/01,100.00
Cercle de Fermières St-Magloire,Advertising,2021/06/02,150.00
Chambre Commerce Bellechasse-Etchemins,Advertising,2021/06/03,350.00
"CJMD 96,9 FM-Lévis",Advertising,2021/06/09,1200.00
Association de protection du Lac-Etchemin,Communications Officer,2021/06/11,2500.00
BELL CANADA,Constituency Office Internet,2021/06/13,302.00
Québecor Média Ventes,Advertising,2021/06/15,593.34
UBIK,Monthly Phone Service,2021/06/17,90.00
Minicipalité de Saint-Damien-de-Buckland,Advertising,2021/06/18,500.00
PUROLATOR INC.,"Postage, Parcel Post and Courier Services",2021/06/18,5.92
Vidéotron s.e.n.c,Constituency Office Cable,2021/06/18,40.90
SOGETEL INC,Constituency Office Internet,2021/06/20,95.95
"Journal de lévis.com, Le",Advertising,2021/06/22,530.00
Enseignes Simon,"Office Supplies, Stationery and Accessories",2021/06/23,310.00
Icimédias Inc.,Advertising,2021/06/23,386.00
Avec Toute ma Tête,Advertising,2021/06/28,250.00
"Journal de lévis.com, Le",Advertising,2021/06/29,1217.00
Icimédias Inc.,Advertising,2021/06/30,875.00
Radio Bellechasse-etchemins,Advertising,2021/06/30,488.75
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/06/30,43.26
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/06/30,38.59
Cyberimpact,Professional Communication Services,2021/07/01,35.00
Société d'histoire de Lévis,Advertising,2021/07/02,100.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/07/08,221.84
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/07/08,17.47
Folo Communications,Professional Communication Services,2021/07/08,150.00
Association de baseball mineur de Desjardins,Advertising,2021/07/09,250.00
Association de protection du Lac-Etchemin,Communications Officer,2021/07/11,500.00
BELL CANADA,Constituency Office Internet,2021/07/13,302.00
UBIK,Monthly Phone Service,2021/07/17,90.00
UBIK,Monthly Phone Service,2021/07/17,90.00
Canada Post – Postes Canada,Courier Services,2021/07/19,30.55
Pro Max Pub,Advertising,2021/07/19,295.00
Satir Productions Inc.,Communications Officer,2021/07/19,8000.00
Rallye Cultur'Art de Lévis,Advertising,2021/07/20,200.00
SOGETEL INC,Constituency Office Internet,2021/07/20,95.95
Aléa Événements Inc.,Communications Officer,2021/07/23,8465.75
Municipalité de Saint-Nazaire,Advertising,2021/07/23,300.00
PUROLATOR INC.,"Postage, Parcel Post and Courier Services",2021/07/23,5.84
Vidéotron s.e.n.c,Constituency Office Cable,2021/07/23,40.90
INFO-MANIAC,Repair of Computer Equipment and Peripherals,2021/07/30,216.16
Canada Post – Postes Canada,"Postage, Parcel Post and Courier Services",2021/07/31,308.68
9125-9531 QUÉBEC INC.,Office Rental and Related Fees,2021/08/01,428.82
"POIRIER, ROBERT",Office Rental and Related Fees,2021/08/01,2600.00
Cyberimpact,Professional Communication Services,2021/08/02,35.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/08/04,181.04
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/08/04,82.97
House of Commons / Chambre des communes,Language Training,2021/08/04,110.56
House of Commons / Chambre des communes,Language Training,2021/08/04,56.12
Boutique du Parlement du Canada,Gifts given as a matter of protocol,2021/08/05,85.15
P.A. Morin Impression Design,Promotional Items,2021/08/09,540.00
Canada Post – Postes Canada,Courier Services,2021/08/10,5.73
Développement Économique Bellechasse,Advertising,2021/08/10,500.00
CORPORATION LOISIRS & SPORTS SAINTE-CLAIRE INC.,Advertising,2021/08/11,250.00
Le Napperon de la recherche 2013,Advertising,2021/08/11,250.00
Aléa Événements Inc.,Communications Officer,2021/08/13,2000.00
BELL CANADA,Constituency Office Internet,2021/08/13,302.00
Folo Communications,Professional Communication Services,2021/08/13,318.75
SOGETEL INC,Constituency Office Internet,2021/08/20,95.95
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/08/23,197.84
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/08/23,28.00
Canac,Moving Supplies,2021/08/24,87.79
Reno Dépot,Moving Supplies,2021/08/25,16.79
Incinérateur,Shredding,2021/08/26,107.63
9125-9531 QUÉBEC INC.,Office Rental and Related Fees,2021/09/01,428.82
"POIRIER, ROBERT",Office Rental and Related Fees,2021/09/01,2600.00
Novicom Technologies Inc.,Repair of Telecommunication Equipment,2021/09/02,136.50
Bureau en gros,"Office Supplies, Stationery and Accessories",2021/09/07,103.18
Précisio,Repair of Computer Equipment and Peripherals,2021/09/09,350.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/09/13,197.84
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/09/13,48.00
Ville de Lévis,Shredding,2021/09/13,25.00
