Supplier,Description,Date,Total
The Brandon Sun,Advertising,2021/05/09,87.50
Linda Hunter,Janitorial Services and Maintenance,2021/05/27,112.50
Rogers Wireless – Rogers sans-fil,Voice and data overage fees for mobile devices,2021/06/01,0.45
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/06/01,285.54
Progressive Westman,Janitorial Services and Maintenance,2021/06/02,24.93
Progressive Westman,Janitorial Services and Maintenance,2021/06/16,24.93
The Boissevain Recorder,Advertising,2021/06/18,75.00
Winnipeg Free Press,Advertising,2021/06/20,148.57
MANITOBA HYDRO,Public Utilities,2021/06/23,254.92
SENTINEL COURIER,Advertising,2021/06/25,168.00
STRUTH PUBLISHING LTD.,Advertising,2021/06/25,50.00
Brandon Sun,Advertising,2021/06/27,127.75
Linda Hunter,Janitorial Services and Maintenance,2021/06/29,100.00
Progressive Westman,Janitorial Services and Maintenance,2021/06/30,24.93
The Boissevain Recorder,Advertising,2021/06/30,75.00
The Brandon Sun,Advertising,2021/06/30,72.75
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/06/30,44.14
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/06/30,50.46
Virden Empire Advance,Advertising,2021/06/30,226.50
AAA ALARM SYSTEMS LTD.,Protection and Alarm Monitoring (Member's Office Budget),2021/07/01,410.88
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/07/01,331.54
"Facebook, Inc.",Advertising,2021/07/05,135.06
Progressive Westman,Janitorial Services and Maintenance,2021/07/14,24.93
WESTMAN COMMUNICATIONS,Constituency Office Cable,2021/07/14,63.83
WESTMAN COMMUNICATIONS,Constituency Office Internet,2021/07/14,224.59
House of Commons,Purchase and Recovery of SecurID Cards,2021/07/15,100.00
Canada Post – Postes Canada,Courier Services,2021/07/19,11.60
Baldur-Glenboro Gazette,"Printed Matter, Books, Newspapers and Subscriptions",2021/07/23,52.54
MANITOBA HYDRO,Public Utilities,2021/07/23,257.10
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2021/07/23,124.40
Progressive Westman,Janitorial Services and Maintenance,2021/07/28,24.93
Best Buy,"Office Supplies, Stationery and Accessories",2021/07/29,69.54
"Hargreaves, Susan",Office Rental and Related Fees,2021/08/01,1708.33
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/08/01,384.25
Canada Post – Postes Canada,Courier Services,2021/08/10,11.65
WESTMAN COMMUNICATIONS,Constituency Office Cable,2021/08/14,63.83
WESTMAN COMMUNICATIONS,Constituency Office Internet,2021/08/14,224.59
,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2021/08/20,2050.00
House of Commons / Chambre des communes,"Postage, Parcel Post and Courier Services",2021/08/23,1.29
MANITOBA HYDRO,Public Utilities,2021/08/24,625.42
"Hargreaves, Susan",Office Rental and Related Fees,2021/09/01,1708.33
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/09/01,340.04
"Hargreaves, Susan",Office Rental and Related Fees,2021/10/01,1708.33
