Supplier,Description,Date,Total
Boutique Patriotes,"Office Supplies, Stationery and Accessories",2022/06/06,18.00
Loisirs Assomption Saint-Hyacinthe,Advertising,2022/06/21,150.00
Journal Mobiles,Advertising,2022/06/29,525.00
SDC Centre-Ville,Advertising,2022/07/06,500.00
Exposition Agricole et Alimentaire de Saint-Hyacinthe,Advertising,2022/08/06,500.00
Marché Dessaulles,Spring Water,2022/08/23,14.89
Uniprix,"Office Supplies, Stationery and Accessories",2022/08/23,24.98
Ass. des jeunes ruraux du Québec,Advertising,2022/08/29,250.00
Fiducie Table Ainés,Advertising,2022/09/01,350.00
Vistaprint,External Printing Costs,2022/09/07,111.00
Mouvement Aide et Consultation sur le Travail,Subject Matter Expert,2022/09/08,2000.00
Bureau en gros,"Office Supplies, Stationery and Accessories",2022/09/12,66.30
Plaza du Dollar,"Office Supplies, Stationery and Accessories",2022/09/13,35.49
Bureau en gros,"Office Supplies, Stationery and Accessories",2022/09/16,60.17
Buropro,"Office Supplies, Stationery and Accessories",2022/09/16,21.07
IGA,"Office Supplies, Stationery and Accessories",2022/09/16,3.29
La source,"Office Supplies, Stationery and Accessories",2022/09/16,14.99
Marché Dessaulles,Spring Water,2022/09/21,14.89
CFID Radio Acton Inc.,Advertising,2022/09/22,150.00
Cogeco Connexion inc.,Constituency Office Internet,2022/09/22,161.37
"Courrier de Saint-Hyacinthe, Le",Advertising,2022/09/29,355.00
"Entreprises J. Waterhouse Inc., Les",Janitorial Services and Maintenance,2022/09/29,180.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/09/30,4.98
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/09/30,501.78
Cercle de Fermières Upton,Advertising,2022/10/01,250.00
Courants Centre d Artistes,Advertising,2022/10/03,250.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2022/10/06,89.98
"Courrier de Saint-Hyacinthe, Le",Advertising,2022/10/13,595.00
Dollarama,"Office Supplies, Stationery and Accessories",2022/10/16,9.75
"Courrier de Saint-Hyacinthe, Le",Advertising,2022/10/20,290.00
"Maynard, Jordanne",Communications Officer,2022/10/20,175.00
Plaza du dollar,"Office Supplies, Stationery and Accessories",2022/10/20,3.98
CFID Radio Acton Inc.,Advertising,2022/10/21,150.00
Cogeco Connexion inc.,Constituency Office Insurance,2022/10/22,158.89
Les moulins Lafayette,"Office Supplies, Stationery and Accessories",2022/10/23,5.45
Bureau en Gros,Office Equipment,2022/10/24,529.99
Marché Dessaulles,Spring Water,2022/10/24,4.89
Loisirs Saint-Hugues,Advertising,2022/10/28,250.00
Municipalité de Saint-Jude,Advertising,2022/10/28,250.00
"Entreprises J. Waterhouse Inc., Les",Janitorial Services and Maintenance,2022/10/31,180.00
2968-9825 Québec Inc.,Office Rental,2022/11/01,2014.00
Marché Dessaulles,Spring Water,2022/11/01,18.18
Buropro citation,"Office Supplies, Stationery and Accessories",2022/11/02,81.90
Centre d'Histoire de Saint-Hyacinthe Inc.,Advertising,2022/11/07,300.00
Rolec Inc,Repair of Telecommunication Equipment,2022/11/08,173.25
Canada Post – Postes Canada,Courier Services,2022/11/09,11.27
Canada Post – Postes Canada,Courier Services,2022/11/09,14.49
Les loisirs de Saint-Thomas-d Aquin inc.,Advertising,2022/11/10,200.00
9393-7472 QC INC. / New Era Fighting & Promotion,Advertising,2022/11/14,500.00
Canada Post – Postes Canada,Courier Services,2022/11/14,10.07
Canada Post – Postes Canada,Courier Services,2022/11/15,14.31
Canada Post – Postes Canada,Courier Services,2022/11/15,24.51
Marché Dessaulles,Spring Water,2022/11/16,14.89
Bureau en gros,"Office Supplies, Stationery and Accessories",2022/11/17,84.73
Cogeco Connexion inc.,Constituency Office Internet,2022/11/22,341.58
Organisations unies pour l'indépendance,Advertising,2022/11/22,150.00
Pharmacie Jean Coutu,"Office Supplies, Stationery and Accessories",2022/11/25,19.99
"Entreprises J. Waterhouse Inc., Les",Janitorial Services and Maintenance,2022/11/28,180.00
Marché Dessaulles,Cleaning Products,2022/11/29,12.06
2968-9825 Québec Inc.,Office Rental,2022/12/01,2014.00
Société Philharmonique Saint-Hyacinthe,Advertising,2022/12/06,250.00
Fabrique de Saint-Pie,Advertising,2022/12/07,100.00
Productions artistiques de la région d'Acton,Advertising,2022/12/10,500.00
"Société d'Agriculture de Saint-Hyacinthe, La",Advertising,2022/12/13,250.00
2968-9825 Québec Inc.,Office Rental,2023/01/01,2014.00
