Supplier,Description,Date,Total
SCOTIABANK,Banking Fees and Cheque Orders,2022/04/29,17.50
SCOTIABANK,Banking Fees and Cheque Orders,2022/05/31,23.50
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/06/01,-6.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/06/01,305.04
Star Metroland Media,Advertising,2022/06/05,195.00
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2022/06/09,101.45
"FACEBOOK ",Advertising,2022/06/12,245.59
SecurTek Monitoring Solutions Inc.,Protection and Alarm Monitoring (Member's Office Budget),2022/06/12,150.00
ORANGEVILLE HYDRO,Public Utilities,2022/06/16,104.23
CLASSIC CARE CLEANING AND MAINTENANCE,Janitorial Services and Maintenance,2022/06/20,160.00
CANADA POST,"Postage, Parcel Post and Courier Services",2022/06/23,25.63
ZOOM VIDEO COMMUNICATIONS INC,Professional Communication Services,2022/06/23,20.00
Rogers,Constituency Office Internet,2022/06/25,49.99
Rogers,Constituency Office Cable,2022/06/25,40.43
Local Radio Lab Inc.,Advertising,2022/06/26,1000.00
BAYSHORE BROADCASTING CORP.,Advertising,2022/06/30,600.00
BAYSHORE BROADCASTING CORP.,Advertising,2022/06/30,180.00
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/06/30,17.61
Orangeville Citizen,Advertising,2022/06/30,2700.00
SCOTIABANK,Banking Fees and Cheque Orders,2022/06/30,13.75
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/07/01,390.29
EOK Consults Inc,Communications Officer,2022/07/04,1500.00
HOME HARDWARE,Spring Water,2022/07/04,5.49
STAPLES,Office Equipment,2022/07/04,801.99
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2022/07/11,100.61
STAPLES,"Office Supplies, Stationery and Accessories",2022/07/11,19.99
STAPLES,Cleaning Products,2022/07/11,6.99
WALMART,"Office Supplies, Stationery and Accessories",2022/07/11,8.98
WALMART,"Office Supplies, Stationery and Accessories",2022/07/11,16.66
Canada Post – Postes Canada,Courier Services,2022/07/12,22.25
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/07/12,697.48
CLASSIC CARE CLEANING AND MAINTENANCE,Janitorial Services and Maintenance,2022/07/20,110.00
ORANGEVILLE HYDRO LIMITED,Public Utilities,2022/07/20,114.91
ZOOM VIDEO COMMUNICATIONS INC,Image/Video Communications Services,2022/07/23,20.00
Rogers,Constituency Office Cable,2022/07/25,40.43
Rogers,Constituency Office Internet,2022/07/25,49.99
BAYSHORE BROADCASTING CORP.,Advertising,2022/07/31,120.00
BAYSHORE BROADCASTING CORP.,Advertising,2022/07/31,300.00
Local Radio Lab Inc.,Advertising,2022/07/31,1000.00
SCOTIABANK,Banking Fees and Cheque Orders,2022/07/31,8.25
229 Broadway Holdings Inc.,Office Rental,2022/08/01,2012.50
229 Broadway Holdings Inc.,Office Rental Related Fees,2022/08/01,718.75
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/08/01,248.41
EOK Consults Inc,Communications Officer,2022/08/02,1500.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/08/02,930.92
HOME HARDWARE,Spring Water,2022/08/03,5.49
STAPLES,"Office Supplies, Stationery and Accessories",2022/08/04,65.95
HOME HARDWARE,Spring Water,2022/08/09,5.49
"WIGHTMAN ",Members’ Primary Residence Internet,2022/08/10,80.07
Meta Platforms Inc.,Advertising,2022/08/12,200.00
Canada Post – Postes Canada,Postage and Parcel Post,2022/08/16,474.93
Insta Plus Printing,External Printing Costs,2022/08/16,15.84
ORANGEVILLE HYDRO LIMITED,Public Utilities,2022/08/17,114.87
Bethell Hospice Foundation,Advertising,2022/08/18,250.00
CLASSIC CARE CLEANING AND MAINTENANCE,Janitorial Services and Maintenance,2022/08/20,160.00
ZOOM VIDEO COMMUNICATIONS INC.,Image/Video Communications Services,2022/08/23,20.00
VAM COMPUTERS INC.,"Office Supplies, Stationery and Accessories",2022/08/24,174.98
Rogers,Constituency Office Cable,2022/08/25,40.43
Rogers,Constituency Office Internet,2022/08/25,35.39
Local Radio Lab Inc.,Advertising,2022/08/28,1000.00
Canada Post – Postes Canada,Postage and Parcel Post,2022/08/29,475.53
WALMART,"Office Supplies, Stationery and Accessories",2022/08/30,44.02
BAYSHORE BROADCASTING CORP.,Advertising,2022/08/31,600.00
DESIGNS BY BRENDA Florist,Gifts given as a matter of protocol,2022/08/31,70.00
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2022/08/31,104.55
"SCOTIABANK ",Banking Fees and Cheque Orders,2022/08/31,8.75
229 Broadway Holdings Inc.,Office Rental,2022/09/01,2012.50
229 Broadway Holdings Inc.,Office Rental Related Fees,2022/09/01,718.75
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/09/01,116.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/09/01,62.40
EOK Consults Inc,Communications Officer,2022/09/01,1500.00
"WIGHTMAN ",Members’ Primary Residence Internet,2022/09/10,79.03
"MICHAEL'S ","Office Supplies, Stationery and Accessories",2022/09/12,18.99
Digital Vision Security,Repair of Office Equipment,2022/09/13,250.00
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2022/09/13,86.92
DOLLAR TREE,"Office Supplies, Stationery and Accessories",2022/09/20,4.50
"AMAZON ",Gifts given as a matter of protocol,2022/09/22,74.07
THE POPPY STORE,Gifts given as a matter of protocol,2022/09/22,76.85
HOME HARDWARE,Spring Water,2022/09/23,5.49
229 Broadway Holdings Inc.,Office Rental Related Fees,2022/10/01,718.75
229 Broadway Holdings Inc.,Office Rental,2022/10/01,2012.50
