Supplier,Description,Date,Total
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/06/07,140.81
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/06/30,4.49
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/07/01,162.30
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/07/01,37.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/07/07,139.52
Canada Post – Postes Canada,Courier Services,2022/07/12,38.10
Canada Post – Postes Canada,Courier Services,2022/07/12,10.40
Canada Post – Postes Canada,Courier Services,2022/07/12,7.95
6250424 Canada Inc,Office Rental,2022/08/01,2853.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/08/01,18.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/08/01,162.30
Gestion Pierre Heafey enrg.,Office Rental,2022/08/01,2450.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/08/01,139.52
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/08/02,51.59
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/08/31,458.26
6250424 Canada Inc,Office Rental,2022/09/01,2853.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/09/01,162.30
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/09/01,16.00
Gestion Pierre Heafey enrg.,Office Rental,2022/09/01,2450.00
6250424 Canada Inc,Office Rental,2022/10/01,2853.00
Gestion Pierre Heafey enrg.,Office Rental,2022/10/01,2450.00
