Supplier,Description,Date,Total
Rogers,Constituency Office Internet,2021/09/03,-66.85
Betty Masters,Janitorial Services and Maintenance,2021/09/19,88.50
Hydro One,Public Utilities,2021/09/20,72.55
Enbridge,Public Utilities,2021/09/21,26.78
Enbridge,Public Utilities,2021/09/21,33.30
Hydro One,Public Utilities,2021/09/24,69.98
Sharp,Photocopier Rental and Related Costs,2021/09/30,104.91
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/09/30,0.45
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/10/01,130.50
Start.ca,Web Site Hosting/Domain Name,2021/10/01,14.95
Rogers,Constituency Office Internet,2021/10/03,112.99
FARMERS FORUM,Advertising,2021/10/12,489.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2021/10/14,44.99
Rogers Wireless – Rogers sans-fil,Voice Communication Equipment,2021/10/14,145.00
Apple Canada Inc.,Repair of Telecommunication Equipment,2021/10/15,83.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2021/10/15,29.99
Enbridge,Public Utilities,2021/10/20,30.44
Hydro One,Public Utilities,2021/10/20,58.59
Woodstock's Water Shop,Spring Water,2021/10/24,53.00
Hydro One,Public Utilities,2021/10/26,66.69
Al McCulloch's Lock Service,Repair of Office Equipment,2021/10/27,319.50
Betty Masters,Janitorial Services and Maintenance,2021/10/31,100.00
"Sharp ",Photocopier Rental and Related Costs,2021/10/31,103.35
2841680 Ontario Inc.,Office Rental and Related Fees,2021/11/01,2686.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/01,128.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/11/01,170.40
JC Graphics,Advertising,2021/11/01,515.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/11/01,150.50
Start.ca,Web Site Hosting/Domain Name,2021/11/01,14.95
Rogers,Public Utilities,2021/11/03,112.99
Postmedia Network Inc,Advertising,2021/11/06,50.00
"AYR NEWS LIMITED, THE",Advertising,2021/11/08,194.00
FARMERS FORUM,Advertising,2021/11/09,489.00
Apple Canada,Voice Communication Equipment,2021/11/10,329.00
Apple Canada,Voice Communication Equipment,2021/11/10,329.00
Canada Post – Postes Canada,"Postage, Parcel Post and Courier Services",2021/11/12,248.15
"Wilmot-Tavistock Gazette, The",Advertising,2021/11/12,155.00
Postmedia Network Inc,Advertising,2021/11/13,28.25
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/11/17,148.15
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/17,128.00
Hydro One,Public Utilities,2021/11/18,60.35
Enbridge,Public Utilities,2021/11/19,44.05
Enbridge,Public Utilities,2021/11/19,59.34
Betty Masters,Janitorial Services and Maintenance,2021/11/28,100.00
Grand & Toy,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2021/11/30,13.99
Grand & Toy,Bulk Paper Purchases,2021/11/30,10.38
Grand & Toy,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2021/11/30,261.44
Grand & Toy,"Office Supplies, Stationery and Accessories",2021/11/30,31.82
"Sharp ",Photocopier Rental and Related Costs,2021/11/30,95.00
2841680 Ontario Inc.,Office Rental and Related Fees,2021/12/01,2686.00
Start.ca,Web Site Hosting/Domain Name,2021/12/01,14.95
Rogers,Constituency Office Internet,2021/12/03,112.99
2841680 Ontario Inc.,Office Rental and Related Fees,2022/01/01,2686.00
