Supplier,Description,Date,Total
Choice Communication (Canada) Ltd.,Advertising,2021/02/05,52.71
Toronto Division Copiers Limited,Photocopier Rental and Related Costs,2021/03/17,10.00
CORRIERE CANADESE INC.,Advertising,2021/04/01,160.00
Toronto Division Copiers Limited,Photocopier Rental and Related Costs,2021/04/08,41.66
So Fresh & So Clean Cleaning Compagny,Janitorial Services and Maintenance,2021/04/20,135.00
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/04/30,65.18
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/04/30,46.56
So Fresh & So Clean Cleaning Compagny,Janitorial Services and Maintenance,2021/05/21,155.00
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/06/02,49.02
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/06/02,54.24
Toronto Division Copiers Limited,Photocopier Rental and Related Costs,2021/06/11,34.84
CORRIERE CANADESE INC.,Advertising,2021/06/18,170.00
So Fresh & So Clean Cleaning Compagny,Janitorial Services and Maintenance,2021/06/21,135.00
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/07/05,46.35
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/07/05,52.97
So Fresh & So Clean Cleaning Compagny,Janitorial Services and Maintenance,2021/07/20,255.00
ABC Security,"Office Supplies, Stationery and Accessories",2021/07/22,85.00
Rogers,Constituency Office Cable,2021/08/04,65.92
Rogers,Constituency Office Internet,2021/08/04,207.99
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/08/05,50.93
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/08/05,43.35
Choice Communication (Canada) Ltd.,Advertising,2021/08/17,37.06
Choice Communication (Canada) Ltd.,Advertising,2021/08/17,48.65
Choice Communication (Canada) Ltd.,Advertising,2021/08/19,324.71
ADT Security Services Canada Inc. – Services de sécurité ADT Canada Inc.,Protection and Alarm Monitoring (Member's Office Budget),2021/09/02,95.97
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/09/02,49.88
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/09/02,60.73
Meridian OneCap,Photocopier Rental and Related Costs,2021/09/19,234.11
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2021/09/30,434.12
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/09/30,6.36
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2021/09/30,432.69
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/09/30,6.36
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/09/30,0.78
Rogers Wireless – Rogers sans-fil,Long Distance,2021/10/01,15.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/10/01,264.04
Rogers,Constituency Office Cable,2021/10/04,65.92
Rogers,Constituency Office Internet,2021/10/04,207.99
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/10/05,63.04
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/10/05,58.78
Toronto Division Copiers Limited,Photocopier Rental and Related Costs,2021/10/14,125.42
Meridian OneCap,Photocopier Rental and Related Costs,2021/10/19,234.11
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/10/26,6.36
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/11/01,253.79
TORONTO COMMUNITY HOUSING CORP.,Office Rental and Related Fees,2021/11/01,3395.33
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/11/03,54.73
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/11/03,52.62
Rogers,Constituency Office Cable,2021/11/04,65.92
Rogers,Constituency Office Internet,2021/11/04,207.99
RHODES & WILLIAMS LIMITED,Constituency Office Insurance,2021/11/08,2069.28
Toronto Division Copiers Limited,Photocopier Rental and Related Costs,2021/11/08,4.47
So Fresh & So Clean Cleaning Compagny,Janitorial Services and Maintenance,2021/11/20,135.00
Shoppers Drug Mart,"Office Supplies, Stationery and Accessories",2021/11/25,14.73
"Jewish Standard, The",Advertising,2021/12/01,95.00
TORONTO COMMUNITY HOUSING CORP.,Office Rental and Related Fees,2021/12/01,3496.80
Rogers,Constituency Office Internet,2021/12/04,207.99
Rogers,Constituency Office Cable,2021/12/04,65.92
Hi-Rise Newspaper,Advertising,2021/12/06,165.60
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/12/06,56.35
Toronto Hydro-Electric Systems Ltd.,Public Utilities,2021/12/06,55.05
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/12/10,6.36
Canada Post – Postes Canada,Courier Services,2021/12/17,24.12
TORONTO COMMUNITY HOUSING CORP.,Office Rental and Related Fees,2022/01/01,3496.80
