Supplier,Description,Date,Total
Bell Mobility – Bell Mobilité,Voice Communication Equipment,2021/09/29,221.05
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2021/09/29,22.48
Apple Canada Inc.,Repair of Telecommunication Equipment,2021/09/30,122.00
Maskicom,Members’ Primary Residence Internet,2021/10/12,65.00
Banque National,Banking Fees and Cheque Orders,2021/10/18,47.75
Pharmaprix,Cleaning Products,2021/10/20,4.79
Pharmaprix,Spring Water,2021/10/20,2.79
Bell Mobility – Bell Mobilité,Voice Communication Equipment,2021/10/21,444.05
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2021/10/21,52.49
Radnor,Spring Water,2021/10/22,22.00
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/10/26,6.36
Bureau en Gros,"Office Supplies, Stationery and Accessories",2021/10/29,68.97
Bureau en Gros,"Office Supplies, Stationery and Accessories",2021/10/29,51.98
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/01,125.59
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/11/01,10.00
Lecompte,"Office Supplies, Stationery and Accessories",2021/11/01,5.75
Société Immobilière G3R Inc.,Office Rental and Related Fees,2021/11/01,3075.71
Bell Mobility – Bell Mobilité,Voice Communication Equipment,2021/11/02,221.05
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2021/11/02,22.48
Apple Canada Inc.,Repair of Telecommunication Equipment,2021/11/09,122.00
9441-8878 Québec Inc.,External Printing Costs,2021/11/10,193.25
Radnor,Spring Water,2021/11/10,24.00
DOLLARAMA,"Office Supplies, Stationery and Accessories",2021/11/13,8.08
STERLING MARKING PRODUCTS INC,"Office Supplies, Stationery and Accessories",2021/11/16,49.60
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/17,88.20
Canada Post – Postes Canada,Courier Services,2021/11/18,9.68
HYPERTEC SYSTEMS INC.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2021/11/19,376.80
STERLING MARKING PRODUCTS INC,"Office Supplies, Stationery and Accessories",2021/11/19,38.67
BUREAU EN GROS,"Office Supplies, Stationery and Accessories",2021/11/22,47.47
RADNOR,Spring Water,2021/11/24,7.00
LECOMPTE,"Office Supplies, Stationery and Accessories",2021/11/27,99.48
Société Immobilière G3R Inc.,Office Rental and Related Fees,2021/12/01,3075.71
COSTCO,"Office Supplies, Stationery and Accessories",2021/12/02,22.69
SOCIÉTÉ ST-JEAN-BATISTE,"Office Supplies, Stationery and Accessories",2021/12/02,44.00
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/12/10,6.36
Canada Post – Postes Canada,Courier Services,2021/12/17,6.65
Canada Post – Postes Canada,Courier Services,2021/12/17,47.68
Société Immobilière G3R Inc.,Office Rental and Related Fees,2022/01/01,3100.00
