Supplier,Description,Date,Total
West Rouge Community Association,Advertising,2022/01/17,220.00
2106964 ONTARIO INC,Office Rental and Related Fees,2022/04/01,4100.00
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/01,137.98
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/04/01,182.00
Rogers Wireless – Rogers sans-fil,Long Distance,2022/04/01,5.25
Zoom Video Communications Inc.,Computer Software and Licences,2022/04/01,200.00
ADT Security Services Canada Inc. – Services de sécurité ADT Canada Inc.,Protection and Alarm Monitoring (Member's Office Budget),2022/04/02,129.87
ADT Security Services Canada Inc. – Services de sécurité ADT Canada Inc.,Protection and Alarm Monitoring (Member's Office Budget),2022/04/02,45.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/02,141.87
"Chandrakumar, Supendra",Professional Development and Training for Members' Employees,2022/04/08,1625.00
Star Metroland Media,Advertising,2022/04/10,163.00
Star Metroland Media,Advertising,2022/04/17,163.00
Staples Canada,"Office Supplies, Stationery and Accessories",2022/04/21,45.99
Star Metroland Media,Advertising,2022/04/24,163.00
Canada Post – Postes Canada,Courier Services,2022/04/27,8.11
Canada Post – Postes Canada,Courier Services,2022/04/27,9.55
"Chandrakumar, Supendra",Photography and Video Services,2022/04/30,3060.00
Grand & Toy,Cleaning Products,2022/04/30,68.69
Grand & Toy,Bulk Paper Purchases,2022/04/30,73.70
Shinol Inc.,Janitorial Services and Maintenance,2022/04/30,370.00
Star Metroland Media,Advertising,2022/04/30,163.00
2106964 ONTARIO INC,Office Rental and Related Fees,2022/05/01,4100.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,148.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,-1.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/05/02,146.12
Canada Post – Postes Canada,Courier Services,2022/05/30,10.32
2106964 ONTARIO INC,Office Rental and Related Fees,2022/06/01,4100.00
2106964 ONTARIO INC,Office Rental and Related Fees,2022/07/01,4100.00
