Supplier,Description,Date,Total
Indo-Canadian Voice Communications Ltd.,Advertising,2021/12/25,300.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/04/01,56.00
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/01,137.99
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/04/01,397.04
Solarispro Holdings Partnership,Office Rental and Related Fees,2022/04/01,5061.33
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/02,141.86
Indo Canadian Awaaz,Advertising,2022/04/08,250.00
7 Subhgyan Inc.,Janitorial Services and Maintenance,2022/04/15,300.00
LS Targeted Marketing Inc.,Advertising,2022/04/20,236.92
TELUS Communications Inc.,Constituency Office Internet,2022/04/20,144.45
Al Ameen Media Inc,Advertising,2022/04/29,87.50
Canada Post – Postes Canada,Postage and Parcel Post,2022/04/29,235.97
CANADA TIMES,Advertising,2022/04/29,75.00
Black Press Group Ltd.,Advertising,2022/04/30,295.25
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,56.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,-6.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,421.54
Solarispro Holdings Partnership,Office Rental and Related Fees,2022/05/01,5061.33
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/05/02,146.11
Staples Canada,"Office Supplies, Stationery and Accessories",2022/05/03,8.65
Miracle Media Group Inc,Advertising,2022/05/06,100.00
BC HYDRO,Public Utilities,2022/05/09,2258.92
Choice Communication (Canada) Ltd.,Advertising,2022/05/09,69.00
London Drugs,Spring Water,2022/05/09,6.99
London Drugs,"Printed Matter, Books, Newspapers and Subscriptions",2022/05/13,6.73
"Packkiyarajah, Jashikan",Communications Officer,2022/05/13,3000.00
7 Subhgyan Inc.,Janitorial Services and Maintenance,2022/05/15,300.00
Sooter's Photography,Photography and Video Services,2022/05/19,19.99
London Drugs,Spring Water,2022/05/20,6.99
TELUS Communications Inc.,Constituency Office Internet,2022/05/20,144.45
LS Targeted Marketing Inc.,Advertising,2022/05/24,236.92
Staples Canada,"Office Supplies, Stationery and Accessories",2022/05/26,27.78
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/05/31,61.06
Grand & Toy,Bulk Paper Purchases,2022/05/31,62.16
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/05/31,129.51
Grand & Toy,Cleaning Products,2022/05/31,10.25
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/06/01,56.00
Solarispro Holdings Partnership,Office Rental and Related Fees,2022/06/01,5061.33
London Drugs,Spring Water,2022/06/02,7.34
London Drugs,Cleaning Products,2022/06/02,18.35
METROGUARD SECURITY PATROL LTD.,Protection and Alarm Monitoring (Member's Office Budget),2022/06/06,315.00
London Drugs,Cleaning Products,2022/06/07,6.94
Solarispro Holdings Partnership,Office Rental Related Fees,2022/07/01,1456.00
Solarispro Holdings Partnership,Office Rental and Related Fees,2022/07/01,3605.33
