Supplier,Description,Date,Total
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/04/01,156.03
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/04/01,6.00
Cave Restaurant (The),Office Rental and Related Fees,2022/04/01,2565.00
"Bellamy, Robin",Advertising,2022/04/02,800.00
mailchimp,Professional Communication Services,2022/04/04,98.18
Shaw cablesystems G.P./Shaw Direct,Constituency Office Internet,2022/04/08,165.31
Shaw cablesystems G.P./Shaw Direct,Members’ Primary Residence Internet,2022/04/08,115.00
CREATIVE OUTDOOR ADVERTISING,Advertising,2022/04/15,453.40
CREATIVE OUTDOOR ADVERTISING,Advertising,2022/04/15,140.10
SASKTEL,Constituency Office Cable,2022/04/16,100.40
Walsaint Services,Advertising,2022/04/19,4600.00
Express It More Promotional Products,Promotional Items,2022/04/20,355.10
CITY OF SASKATOON,Public Utilities,2022/04/21,255.60
SASKENERGY,Public Utilities,2022/04/25,182.09
Saskatoon 60+ Hockey League,Advertising,2022/04/26,250.00
Canada Post – Postes Canada,Courier Services,2022/04/27,28.32
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,56.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,115.66
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/05/01,26.00
Cave Restaurant (The),Office Rental and Related Fees,2022/05/01,2565.00
Stonebridge Community Assoc,Advertising,2022/05/01,80.00
Amazon.ca,"Office Supplies, Stationery and Accessories",2022/05/04,430.10
MailChimp,Professional Communication Services,2022/05/04,96.40
Shaw cablesystems G.P./Shaw Direct,Constituency Office Internet,2022/05/08,165.31
Shaw cablesystems G.P./Shaw Direct,Members’ Primary Residence Internet,2022/05/08,115.00
CREATIVE OUTDOOR ADVERTISING,Advertising,2022/05/15,140.10
CREATIVE OUTDOOR ADVERTISING,Advertising,2022/05/15,560.40
SASKTEL,Constituency Office Cable,2022/05/16,100.40
SASKENERGY,Public Utilities,2022/05/18,73.22
House of Commons / Chambre des communes,Framing Done at the House of Commons,2022/05/19,52.63
CITY OF SASKATOON,Public Utilities,2022/05/21,242.05
Canada Post – Postes Canada,Courier Services,2022/05/30,203.54
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/05/31,75.04
Grand & Toy,Cleaning Products,2022/05/31,17.04
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/06/01,20.30
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/06/01,156.47
Cave Restaurant (The),Office Rental and Related Fees,2022/06/01,2565.00
Mail Chimp,Professional Communication Services,2022/06/04,98.62
Shaw cablesystems G.P./Shaw Direct,Members’ Primary Residence Internet,2022/06/08,115.00
Cave Restaurant (The),Office Rental and Related Fees,2022/07/01,2256.25
Cave Restaurant (The),Office Rental Related Fees,2022/07/01,308.75
